,url,id,Cid,tradeTime,Lng,Lat,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,price_log,price_quad,Lng_diff,Lat_diff,Lng_quad,Lat_quad,Lng_diff_quad,Lat_diff_quad,buildingType1,buildingType2,buildingType3,buildingType4,renovationCondition1,renovationCondition2,renovationCondition3,renovationCondition4,buildingStructure1,buildingStructure2,buildingStructure3,buildingStructure4,buildingStructure5,buildingStructure6,constructionTime_diff
10,https://bj.lianjia.com/chengjiao/101087641313.html,101000000000.0,1110000000000.0,2016-08-24,116.52948899999998,39.890906,827,95,840.0,31579,266.0,4,2,1,3,,2006.0,3,6,0.2,0,0,0,10.360247621697122,997233241,0.12288899999998648,0.008706000000003655,13579.121806601117,1591.2843815008362,0.015101706320996677,7.579443600006365e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.0
11,https://bj.lianjia.com/chengjiao/101087793667.html,101000000000.0,1110000000000.0,2016-08-03,116.555729,40.162058,773,74,126.0,26250,48.0,1,1,1,1,3.0,2009.0,3,2,0.33299999999999996,0,1,0,10.17542126801977,689062500,0.14912900000000207,0.2798580000000044,13585.237962721441,1612.990902795364,0.022239458641000617,0.07832050016400245,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7.0
12,https://bj.lianjia.com/chengjiao/101087805216.html,101000000000.0,1110000000000.0,2016-08-25,116.47617,39.844869,793,50,948.0,39832,238.0,4,2,1,4,,2004.0,4,6,0.091,0,1,0,10.592425888322019,1586588224,0.0695699999999988,0.037330999999994674,13566.698177868899,1587.6135856271612,0.004839984899999833,0.0013936035609996024,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.0
13,https://bj.lianjia.com/chengjiao/101087812155.html,101000000000.0,1110000000000.0,2016-08-17,116.399018,39.978141,784,65,896.0,91710,97.7,3,1,1,1,4.0,1991.0,3,2,0.33299999999999996,0,1,1,11.42638670355299,8410724100,0.0075819999999993115,0.09594100000000338,13548.731391364323,1598.251757815881,5.7486723999989556e-05,0.00920467548100065,0,0,0,1,0,0,1,0,0,1,0,0,0,0,25.0
14,https://bj.lianjia.com/chengjiao/101087919464.html,101000000000.0,1110000000000.0,2016-06-17,116.29628600000001,39.870107,706,90,285.0,35568,80.13,1,1,1,1,1.0,2001.0,4,6,0.222,1,0,1,10.479201636203978,1265082624,0.11031399999998825,0.012093000000000131,13524.826137393798,1589.6254321914487,0.012169178595997409,0.0001462406490000032,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15.0
15,https://bj.lianjia.com/chengjiao/101087921597.html,101000000000.0,1110000000000.0,2016-09-20,116.32921999999999,39.892447,800,76,360.0,60607,59.4,2,1,1,1,1.0,1990.0,3,6,0.25,1,0,1,11.012165676937615,3673208449,0.07738000000000511,0.010246999999999673,13532.487425808398,1591.4073276478089,0.005987664400000791,0.0001050010089999933,1,0,0,0,0,0,1,0,0,0,0,0,0,1,26.0
16,https://bj.lianjia.com/chengjiao/101087926378.html,101000000000.0,1110000000000.0,2016-07-22,116.405549,39.975629,739,39,700.0,39115,178.96,4,1,1,1,1.0,1997.0,3,6,0.33299999999999996,1,1,1,10.574261304119181,1529983225,0.00105100000000391,0.09342900000000043,13550.2518379914,1598.0509139456408,1.1046010000082186e-06,0.00872897804100008,1,0,0,0,0,0,1,0,0,0,0,0,0,1,19.0
17,https://bj.lianjia.com/chengjiao/101087957433.html,101000000000.0,1110000000000.0,2016-09-17,116.284755,39.93453,790,6,212.0,32981,64.28,1,0,1,1,1.0,2009.0,3,6,0.111,1,0,1,10.403686917060819,1087746361,0.12184499999999332,0.05233000000000487,13522.144245410025,1594.7666863209001,0.014846204024998371,0.00273842890000051,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0
18,https://bj.lianjia.com/chengjiao/101088008763.html,101000000000.0,1110000000000.0,2016-06-20,116.603852,39.893276,691,130,336.0,30189,111.3,2,1,1,1,4.0,2008.0,4,6,0.16699999999999998,1,1,0,10.315232898601442,911375721,0.19725200000000598,0.01107600000000275,13596.458301237904,1591.473470012176,0.03890835150400236,0.0001226777760000609,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8.0
19,https://bj.lianjia.com/chengjiao/101088050742.html,101000000000.0,1110000000000.0,2016-08-23,116.284755,39.93453,747,41,174.6,33577,52.0,1,0,1,1,1.0,2009.0,3,6,0.111,1,0,1,10.421596587748377,1127414929,0.12184499999999332,0.05233000000000487,13522.144245410025,1594.7666863209001,0.014846204024998371,0.00273842890000051,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0
20,https://bj.lianjia.com/chengjiao/101088145348.html,101000000000.0,1110000000000.0,2016-07-15,116.507351,39.934957,690,20,1950.0,63228,308.41,5,2,1,4,4.0,2011.0,4,6,1.0,1,0,1,11.054502519997286,3997779984,0.10075100000000248,0.05275699999999972,13573.962837037201,1594.8007905918487,0.0101507640010005,0.0027833010489999705,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5.0
21,https://bj.lianjia.com/chengjiao/101088175163.html,101000000000.0,1110000000000.0,2016-07-28,116.448302,39.960966,697,276,176.0,29000,60.69,1,1,1,1,1.0,2008.0,4,6,0.364,1,1,0,10.275051108968611,841000000,0.041702000000000794,0.07876600000000167,13560.207038683204,1596.878803653156,0.0017390568040000663,0.006204082756000263,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8.0
22,https://bj.lianjia.com/chengjiao/101088238072.html,101000000000.0,1110000000000.0,2016-07-26,116.432142,39.902353999999995,681,115,520.0,87176,59.65,1,1,1,1,3.0,2005.0,4,6,0.5,1,1,1,11.375684342656722,7599654976,0.025542000000001508,0.020153999999998007,13556.443690708164,1592.1978547413157,0.000652393764000077,0.0004061837159999197,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11.0
23,https://bj.lianjia.com/chengjiao/101088346049.html,101000000000.0,1110000000000.0,2016-12-04,116.45371200000001,39.940847,789,84,1580.0,74999,210.67,4,2,1,3,4.0,2000.0,4,6,0.5,1,1,0,11.225230059096225,5624850001,0.0471120000000127,0.05864700000000056,13561.467038578947,1595.2712590774088,0.0022195405440011964,0.0034394706090000657,0,0,0,1,0,0,0,1,0,0,0,0,0,1,16.0
24,https://bj.lianjia.com/chengjiao/101088350722.html,101000000000.0,1110000000000.0,2016-07-25,116.486595,39.917578000000006,656,17,1150.0,52668,218.35,4,2,1,2,4.0,2005.0,4,6,0.33299999999999996,1,1,1,10.871763339476235,2773918224,0.07999499999999671,0.03537800000000857,13569.126814694024,1593.4130333860844,0.006399200024999473,0.0012516028840006063,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11.0
25,https://bj.lianjia.com/chengjiao/101088389994.html,101000000000.0,1110000000000.0,2016-06-29,116.47551499999999,40.008231,622,83,213.0,36417,58.49,1,0,1,0,3.0,2004.0,3,6,0.429,1,0,1,10.502790977565914,1326197889,0.06891499999998985,0.12603100000000467,13566.545594515223,1600.658547749361,0.0047492772249986,0.015883812961001175,0,0,1,0,0,0,1,0,0,0,0,0,0,1,12.0
26,https://bj.lianjia.com/chengjiao/101088499424.html,101000000000.0,1110000000000.0,2016-06-27,116.37301399999998,39.859478,598,119,160.0,30189,53.0,1,1,1,1,1.0,1998.0,3,6,0.25,1,1,1,10.315232898601442,911375721,0.03358600000001388,0.02272199999999458,13542.678387444192,1588.7779864324843,0.0011280193960009324,0.0005162892839997537,1,0,0,0,0,0,1,0,0,0,0,0,0,1,18.0
27,https://bj.lianjia.com/chengjiao/101088532737.html,101000000000.0,1110000000000.0,2016-10-30,116.284755,39.93453,715,13,210.0,40385,52.0,1,0,1,1,1.0,2009.0,3,6,0.111,1,0,1,10.606213707876396,1630948225,0.12184499999999332,0.05233000000000487,13522.144245410025,1594.7666863209001,0.014846204024998371,0.00273842890000051,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0
28,https://bj.lianjia.com/chengjiao/101088567700.html,101000000000.0,1110000000000.0,2016-08-15,116.45072900000001,39.977923,630,37,1750.0,85366,205.0,3,2,1,2,4.0,2010.0,2,6,0.667,1,0,1,11.35470317403958,7287353956,0.0441290000000123,0.09572299999999956,13560.772284631443,1598.2343273939287,0.0019473686410010854,0.009162892728999915,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6.0
29,https://bj.lianjia.com/chengjiao/101088639199.html,101000000000.0,1110000000000.0,2016-07-12,116.369475,40.069842,580,85,630.0,39378,159.99,3,2,1,2,4.0,2004.0,4,2,0.5,0,1,0,10.580962563701778,1550626884,0.03712500000000318,0.18764200000000386,13541.854711775624,1605.5922379049641,0.0013782656250002363,0.03520952016400145,0,0,0,1,0,0,0,1,0,1,0,0,0,0,12.0
30,https://bj.lianjia.com/chengjiao/101088684632.html,101000000000.0,1110000000000.0,2016-09-20,116.480923,39.900942,640,31,845.0,33988,248.62,2,2,1,2,4.0,2004.0,4,6,1.0,1,0,1,10.433762800123432,1155184144,0.0743230000000068,0.018742000000003145,13567.80542293193,1592.085172487364,0.005523908329001011,0.0003512625640001179,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.0
31,https://bj.lianjia.com/chengjiao/101088693311.html,101000000000.0,1110000000000.0,2016-08-08,116.43414399999999,39.892210999999996,594,78,723.0,65407,110.54,3,1,1,1,4.0,1996.0,4,2,0.33299999999999996,0,1,1,11.088384565356742,4278075649,0.027543999999991797,0.01001099999999866,13556.909889012733,1591.3884984685208,0.0007586719359995481,0.00010022012099997317,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20.0
32,https://bj.lianjia.com/chengjiao/101088710736.html,101000000000.0,1110000000000.0,2016-06-19,116.376709,39.867222,540,57,240.0,42165,56.92,2,1,1,1,1.0,1996.0,3,6,0.25,1,0,1,10.649345772008742,1777887225,0.02989099999999212,0.01497799999999927,13543.538397670682,1589.395389997284,0.0008934718809995288,0.00022434048399997813,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20.0
33,https://bj.lianjia.com/chengjiao/101088760253.html,101000000000.0,1110000000000.0,2016-09-27,116.48529599999999,39.991732,628,268,590.0,51687,114.15,2,2,1,1,1.0,2001.0,1,6,0.375,1,0,1,10.852961578200516,2671545969,0.07869599999999366,0.10953200000000152,13568.824184207613,1599.3386283598238,0.006193060415999002,0.011997259024000333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,15.0
34,https://bj.lianjia.com/chengjiao/101088790489.html,101000000000.0,1110000000000.0,2016-09-08,116.416572,40.063190999999996,603,19,354.5,50672,69.96,3,1,1,2,3.0,2010.0,1,6,0.2,1,0,1,10.83312876877842,2567651584,0.009972000000004755,0.1809909999999988,13552.818236231184,1605.0592731024808,9.944078400009484e-05,0.03275774208099956,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6.0
35,https://bj.lianjia.com/chengjiao/101088807471.html,101000000000.0,1110000000000.0,2016-09-28,116.257104,39.873962,621,138,210.0,44436,47.26,1,1,1,1,3.0,2011.0,3,6,0.098,1,0,1,10.701805230701613,1974558096,0.14949599999999919,0.008237999999998635,13515.714230466816,1589.932845577444,0.022349054015999757,6.786464399997752e-05,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5.0
36,https://bj.lianjia.com/chengjiao/101088814261.html,101000000000.0,1110000000000.0,2016-07-06,116.513848,39.875068,535,115,218.0,29416,74.11,2,1,1,1,4.0,1993.0,3,4,0.25,0,1,1,10.289294022981109,865301056,0.10724799999999846,0.007131999999998584,13575.476775767103,1590.021048004624,0.01150213350399967,5.08654239999798e-05,0,0,0,1,0,0,1,0,0,0,0,1,0,0,23.0
37,https://bj.lianjia.com/chengjiao/101088853537.html,101000000000.0,1110000000000.0,2016-08-21,116.257104,39.873962,573,62,140.0,25455,55.0,1,0,1,1,3.0,2011.0,4,6,0.098,1,0,1,10.144667466336436,647957025,0.14949599999999919,0.008237999999998635,13515.714230466816,1589.932845577444,0.022349054015999757,6.786464399997752e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5.0
38,https://bj.lianjia.com/chengjiao/101088861935.html,101000000000.0,1110000000000.0,2016-08-30,116.56757900000001,40.076173,580,114,340.0,24029,141.5,3,2,1,2,3.0,2004.0,4,2,0.25,1,1,0,10.087016713216245,577392841,0.16097900000001175,0.19397299999999973,13588.000473921244,1606.0996423259287,0.025914238441003785,0.037625524728999896,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12.0
39,https://bj.lianjia.com/chengjiao/101088891732.html,101000000000.0,1110000000000.0,2016-08-26,116.493655,39.905367,569,212,540.0,58888,91.7,2,2,1,1,1.0,2006.0,4,6,0.429,1,1,1,10.983392613738541,3467796544,0.08705500000000654,0.023167000000000826,13570.771655259026,1592.4383154046889,0.007578573025001139,0.0005367098890000383,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10.0
40,https://bj.lianjia.com/chengjiao/101088892021.html,101000000000.0,1110000000000.0,2016-06-25,116.297022,39.788637,507,52,110.0,27195,40.45,1,1,1,1,4.0,2002.0,3,2,0.5,0,1,0,10.210788411857061,739568025,0.10957799999999907,0.09356299999999607,13524.997326068484,1583.135634317769,0.012007338083999794,0.008754034968999264,0,0,0,1,0,0,1,0,0,1,0,0,0,0,14.0
42,https://bj.lianjia.com/chengjiao/101088952846.html,101000000000.0,1110000000000.0,2016-07-28,116.4388,40.054941,516,76,340.0,64151,53.0,1,1,1,1,3.0,2011.0,4,6,0.174,1,0,1,11.06899495838682,4115350801,0.032200000000003115,0.17274100000000203,13557.99414544,1604.398298513481,0.0010368400000002006,0.0298394530810007,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5.0
43,https://bj.lianjia.com/chengjiao/101088955000.html,101000000000.0,1110000000000.0,2016-08-05,116.190634,39.768886,524,77,245.0,30625,80.0,2,1,1,1,4.0,2012.0,4,6,0.5,1,0,1,10.329571947847029,937890625,0.21596599999999455,0.11331399999999547,13500.263429321956,1581.5642936809961,0.04664131315599765,0.012840062595998973,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.0
44,https://bj.lianjia.com/chengjiao/101088957270.html,101000000000.0,1110000000000.0,2016-08-14,116.330345,39.984336,533,114,610.0,103566,58.9,2,1,1,1,4.0,1989.0,4,2,0.33299999999999996,0,0,1,11.547964369614744,10725916356,0.07625500000000329,0.10213600000000156,13532.749167819024,1598.747125360896,0.005814825025000502,0.010431762496000318,0,0,0,1,0,0,0,1,0,1,0,0,0,0,27.0
45,https://bj.lianjia.com/chengjiao/101088978810.html,101000000000.0,1110000000000.0,2016-07-22,116.25421200000001,40.216336,507,27,224.5,19026,118.0,2,2,1,2,4.0,1998.0,3,2,0.5,0,1,0,9.853561743766402,361988676,0.15238799999998776,0.3341360000000009,13515.041807740947,1617.3536812648958,0.02322210254399627,0.11164686649600059,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.0
46,https://bj.lianjia.com/chengjiao/101089021124.html,101000000000.0,1110000000000.0,2016-08-30,116.60292,39.909042,540,94,435.0,49505,87.87,2,1,1,1,3.0,2011.0,1,6,0.667,1,0,0,10.809828953556615,2450745025,0.19632000000000005,0.02684200000000203,13596.2409525264,1592.731633357764,0.03854154240000002,0.000720492964000109,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5.0
47,https://bj.lianjia.com/chengjiao/101089027493.html,101000000000.0,1110000000000.0,2016-09-05,116.324898,39.891441,544,47,410.0,53178,77.1,3,1,1,1,1.0,1991.0,3,6,0.25,1,1,1,10.881400055966452,2827899684,0.08170199999999284,0.009241000000002941,13531.481894710405,1591.327065056481,0.00667521680399883,8.539608100005437e-05,1,0,0,0,0,0,1,0,0,0,0,0,0,1,25.0
48,https://bj.lianjia.com/chengjiao/101089054456.html,101000000000.0,1110000000000.0,2016-09-04,116.232119,40.223852,539,41,240.0,28784,83.38,1,1,1,1,1.0,2009.0,3,6,0.14300000000000002,1,0,1,10.267574956190314,828518656,0.1744810000000001,0.3416520000000034,13509.90548723016,1617.9582697179042,0.030443619361000037,0.11672608910400233,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0
49,https://bj.lianjia.com/chengjiao/101089054589.html,101000000000.0,1110000000000.0,2016-08-26,116.683117,40.127185,530,61,470.0,32879,142.95,3,2,1,2,4.0,2004.0,4,2,0.5,1,1,0,10.400589435082308,1081028641,0.27651699999999835,0.2449849999999998,13614.949792835689,1610.1909760242247,0.07646165128899908,0.06001765022499989,0,0,0,1,0,0,0,1,0,1,0,0,0,0,12.0
50,https://bj.lianjia.com/chengjiao/101089103671.html,101000000000.0,1110000000000.0,2016-08-24,116.45831000000001,39.923421999999995,520,67,355.0,57677,61.55,1,0,1,1,1.0,2008.0,4,6,0.231,1,1,1,10.962613759510507,3326636329,0.051710000000014134,0.04122199999999765,13562.537968056102,1593.8796241900836,0.002673924100001462,0.0016992532839998063,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8.0
51,https://bj.lianjia.com/chengjiao/101089110617.html,101000000000.0,1110000000000.0,2016-07-31,116.42247900000001,40.06389,494,59,190.0,31240,60.82,1,1,1,1,1.0,2004.0,3,6,0.15,1,1,1,10.349454603953623,975937600,0.01587900000001241,0.18169000000000324,13554.193616505443,1605.1152819321,0.00025214264100039416,0.03301125610000118,1,0,0,0,0,0,1,0,0,0,0,0,0,1,12.0
52,https://bj.lianjia.com/chengjiao/101089111776.html,101000000000.0,1110000000000.0,2016-08-31,116.25421200000001,40.216336,526,41,321.0,20523,156.41,3,1,1,2,4.0,2001.0,4,6,0.25,0,0,0,9.929301487429107,421193529,0.15238799999998776,0.3341360000000009,13515.041807740947,1617.3536812648958,0.02322210254399627,0.11164686649600059,0,0,0,1,0,0,0,1,0,0,0,0,0,1,15.0
53,https://bj.lianjia.com/chengjiao/101089111787.html,101000000000.0,1110000000000.0,2016-07-04,116.318694,40.087485,467,65,350.0,27853,125.66,3,1,1,2,4.0,2008.0,3,6,0.5,1,1,0,10.234695959482242,775789609,0.08790600000000381,0.2052850000000035,13530.038573865635,1607.006453625225,0.0077274648360006705,0.042141931225001435,0,0,0,1,0,0,1,0,0,0,0,0,0,1,8.0
54,https://bj.lianjia.com/chengjiao/101089141634.html,101000000000.0,1110000000000.0,2016-08-12,116.164506,39.731851,503,64,198.0,20625,96.0,3,1,1,1,4.0,2004.0,3,2,0.5,0,1,1,9.934259211202882,425390625,0.24209399999999448,0.1503489999999985,13494.192454224036,1578.619983886201,0.05860950483599733,0.022604821800999552,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12.0
55,https://bj.lianjia.com/chengjiao/101089143804.html,101000000000.0,1110000000000.0,2016-08-31,116.66592299999999,40.186753,523,51,500.0,44147,113.26,3,2,1,2,4.0,2012.0,4,6,0.33299999999999996,1,0,0,10.695280253553513,1948957609,0.25932299999999486,0.3045530000000056,13610.937589441926,1614.9751166830092,0.06724841832899733,0.09275252980900342,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.0
56,https://bj.lianjia.com/chengjiao/101089159752.html,101000000000.0,1110000000000.0,2016-08-19,116.314388,39.972347,508,18,655.0,43149,151.8,2,1,1,1,1.0,1998.0,3,6,0.28600000000000003,1,1,1,10.672414521272,1861836201,0.09221200000000351,0.09014700000000175,13529.036855814542,1597.7885246884089,0.008503052944000647,0.008126481609000317,1,0,0,0,0,0,1,0,0,0,0,0,0,1,18.0
57,https://bj.lianjia.com/chengjiao/101089172903.html,101000000000.0,1110000000000.0,2016-12-09,116.37853700000001,39.879671,618,79,1135.0,61968,183.16,4,1,1,2,3.0,2003.0,1,6,0.28600000000000003,1,0,1,11.034373401754534,3840033024,0.028062999999988847,0.0025289999999955626,13543.963874260371,1590.388159068241,0.0007875319689993741,6.395840999977556e-06,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13.0
58,https://bj.lianjia.com/chengjiao/101089178771.html,101000000000.0,1110000000000.0,2017-03-22,116.284755,39.93453,721,117,280.0,67470,41.5,1,0,1,1,1.0,2009.0,4,6,0.111,1,0,1,11.11943833362147,4552200900,0.12184499999999332,0.05233000000000487,13522.144245410025,1594.7666863209001,0.014846204024998371,0.00273842890000051,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.0
59,https://bj.lianjia.com/chengjiao/101089182209.html,101000000000.0,1110000000000.0,2016-07-15,116.413046,40.056407,470,110,346.0,34992,98.88,4,1,1,2,4.0,1998.0,3,4,0.5,0,1,0,10.462874742916549,1224440064,0.006445999999996843,0.17420700000000267,13551.997278998115,1604.515741749649,4.15509159999593e-05,0.03034807884900093,0,0,0,1,0,0,1,0,0,0,0,1,0,0,18.0
60,https://bj.lianjia.com/chengjiao/101089194921.html,101000000000.0,1110000000000.0,2017-01-22,116.559275,40.113935,659,81,530.0,26100,203.07,6,2,1,2,4.0,1998.0,4,6,0.5,0,1,0,10.169690593310785,681210000,0.15267500000000211,0.23173500000000047,13586.064588525625,1609.127781184225,0.023309655625000647,0.053701110225000216,0,0,0,1,0,0,0,1,0,0,0,0,0,1,18.0
61,https://bj.lianjia.com/chengjiao/101089200824.html,101000000000.0,1110000000000.0,2016-06-29,116.474383,39.902184000000005,451,43,406.0,63577,63.86,1,1,1,1,3.0,2007.0,4,6,0.25,1,0,1,11.060007048702303,4042034929,0.0677830000000057,0.019984000000007995,13566.28189523069,1592.1842879698565,0.004594535089000772,0.00039936025600031955,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9.0
62,https://bj.lianjia.com/chengjiao/101089201040.html,101000000000.0,1110000000000.0,2016-08-15,116.384103,39.972885,498,213,642.0,89665,71.6,2,1,1,1,3.0,1993.0,1,2,0.222,1,0,0,11.403835782382524,8039812225,0.02249700000000132,0.09068500000000057,13545.259431114608,1597.8315352232248,0.0005061150090000595,0.008223769225000104,0,0,1,0,1,0,0,0,0,1,0,0,0,0,23.0
63,https://bj.lianjia.com/chengjiao/101089205931.html,101000000000.0,1110000000000.0,2016-07-07,116.497474,39.810115,459,266,165.0,29741,55.48,1,1,1,1,1.0,2009.0,4,6,0.25,1,0,1,10.300281844196661,884527081,0.09087399999999946,0.07208499999999418,13571.661448380675,1584.8452563132253,0.0082580838759999,0.005196247224999161,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.0
64,https://bj.lianjia.com/chengjiao/101089228515.html,101000000000.0,1110000000000.0,2016-08-31,116.403304,39.891690999999994,511,176,400.0,66879,59.81,1,1,1,1,3.0,2002.0,4,6,0.16699999999999998,1,1,1,11.110640295493688,4472800641,0.00329599999999175,0.00949099999999703,13549.729182116418,1591.3470108394806,1.0863615999945616e-05,9.007908099994361e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14.0
65,https://bj.lianjia.com/chengjiao/101089261829.html,101000000000.0,1110000000000.0,2016-07-28,116.386555,40.0865,474,83,200.0,41667,48.0,1,0,1,1,4.0,2009.0,4,6,0.33299999999999996,1,1,0,10.637464727584328,1736138889,0.020044999999996094,0.20430000000000348,13545.830184768025,1606.9274822500001,0.0004018020249998434,0.04173849000000142,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7.0
